state,date1,date2,n,rate,lwr,upr,metric,survey
HI,6/21/2021,7/10/2021,1310,1.6,0.85,2.56,N,Commerical
IA,6/25/2021,7/10/2021,1054,12.7,9.48,16.81,N,Commerical
ID,6/25/2021,7/10/2021,1310,10.9,7.78,14.87,N,Commerical
IL,6/28/2021,7/6/2021,1417,31.9,28.64,36.08,N,Commerical
IN,6/24/2021,7/7/2021,699,19.5,14.17,25.51,N,Commerical
KS,6/24/2021,7/7/2021,1186,8.5,6.02,11.43,N,Commerical
KY,6/28/2021,7/10/2021,1338,25.5,22.85,28.11,N,Commerical
LA,6/25/2021,7/8/2021,1295,10.3,8.3,12.37,N,Commerical
MA,6/28/2021,7/11/2021,1365,8.6,6.84,10.36,N,Commerical
MD,6/24/2021,7/8/2021,1108,29.3,26.37,32.5,N,Commerical
ME,6/28/2021,7/11/2021,470,5,2.41,7.95,N,Commerical
MI,6/28/2021,7/9/2021,1354,28.1,24.88,30.96,N,Commerical
MN,6/24/2021,7/7/2021,1297,11.2,8.57,14.08,N,Commerical
MO,6/28/2021,7/10/2021,1609,23.7,20.72,26.89,N,Commerical
MS,6/28/2021,7/8/2021,1288,33.8,29.89,37.2,N,Commerical
MT,6/27/2021,7/9/2021,554,8.5,5.92,11.01,N,Commerical
NC,6/28/2021,7/9/2021,1302,22.6,19.98,25.23,N,Commerical
ND,6/29/2021,7/9/2021,21,777,NA,NA,N,Commerical
NE,6/21/2021,7/9/2021,1292,10.9,8.54,13.54,N,Commerical
NH,6/28/2021,7/1/2021,1274,6.5,4.7,8.73,N,Commerical
NJ,6/24/2021,7/8/2021,1210,30.3,27.42,33,N,Commerical
NM,6/23/2021,7/10/2021,1295,12,9.5,14.67,N,Commerical
NV,6/28/2021,7/9/2021,1300,26.7,23.69,29.66,N,Commerical
NY,6/21/2021,7/10/2021,1312,12.3,10.33,14.33,N,Commerical
OH,6/28/2021,7/10/2021,1306,33.3,30.63,36.16,N,Commerical
OK,6/26/2021,7/8/2021,1299,11.1,9.09,13.29,N,Commerical
OR,6/23/2021,7/10/2021,1291,7.1,5.33,9.16,N,Commerical
PA,6/28/2021,7/11/2021,1676,22.6,20.24,25.39,N,Commerical
PR,6/28/2021,7/6/2021,1300,75.3,72,78.4,N,Commerical
RI,6/28/2021,7/11/2021,749,10.3,7.73,13.22,N,Commerical
SC,6/28/2021,7/9/2021,1299,26.2,23.46,29.23,N,Commerical
SD,6/28/2021,7/9/2021,224,34.1,23.46,49.15,N,Commerical
TN,6/28/2021,7/9/2021,1313,26.6,23.57,29.53,N,Commerical
TX,6/24/2021,7/8/2021,744,31.9,26.92,36.99,N,Commerical
UT,6/28/2021,7/9/2021,1298,29.3,26.33,32.98,N,Commerical
VA,6/24/2021,7/8/2021,1060,17.3,13.13,22.01,N,Commerical
VT,6/28/2021,7/10/2021,371,1.8,0.48,3.3,N,Commerical
WA,6/25/2021,7/6/2021,1279,7,5.31,9.08,N,Commerical
WI,6/28/2021,7/7/2021,1507,28.5,24.16,32.53,N,Commerical
WV,6/27/2021,7/11/2021,1272,9,7.22,10.75,N,Commerical
WY,6/28/2021,7/11/2021,396,30.8,24.62,37.82,N,Commerical
AK,9/6/2021,10/2/2021,1561,21.4,18.29,25.11,N,Commerical
AL,9/9/2021,10/3/2021,1494,39.6,36.64,42.57,N,Commerical
AR,9/28/2021,10/3/2021,372,32.4,24.69,40.66,N,Commerical
AZ,9/7/2021,9/29/2021,935,34.2,30.49,37.94,N,Commerical
CA,9/6/2021,10/3/2021,1387,28.1,25.07,31.12,N,Commerical
CO,9/7/2021,10/1/2021,1756,30.1,27.53,32.75,N,Commerical
CT,9/6/2021,10/1/2021,1695,21.1,19.12,23.25,N,Commerical
DC,9/7/2021,10/2/2021,1306,27.1,24.33,29.85,N,Commerical
DE,9/8/2021,10/3/2021,1155,21.9,19.32,24.63,N,Commerical
FL,9/7/2021,10/2/2021,1594,34.6,31.84,37.43,N,Commerical
GA,9/6/2021,10/2/2021,1743,37.7,34.73,40.55,N,Commerical
HI,9/6/2021,10/2/2021,1704,8.4,6.51,10.46,N,Commerical
IA,9/6/2021,10/1/2021,1708,34.4,30.69,38.61,N,Commerical
ID,9/6/2021,10/1/2021,1588,33.8,28.76,38.37,N,Commerical
IL,9/6/2021,10/2/2021,1681,35.8,33.09,38.74,N,Commerical
KS,9/7/2021,9/25/2021,1748,28.5,26.09,30.65,N,Commerical
KY,9/6/2021,10/3/2021,1427,30.7,27.96,33.93,N,Commerical
LA,9/6/2021,10/2/2021,1734,38.9,36.24,41.57,N,Commerical
MA,9/6/2021,10/1/2021,1703,21.6,19.3,23.92,N,Commerical
ME,9/6/2021,10/2/2021,1181,8.1,6.15,10.19,N,Commerical
MI,9/6/2021,10/2/2021,1116,29,25.62,32.39,N,Commerical
MN,9/6/2021,9/29/2021,1695,28.8,25.93,31.36,N,Commerical
MO,9/8/2021,10/2/2021,1322,28,24.92,31.2,N,Commerical
MS,9/10/2021,10/2/2021,1276,41.7,38.55,44.82,N,Commerical
MT,9/6/2021,10/1/2021,1190,31.9,27.34,36.37,N,Commerical
NC,9/6/2021,10/2/2021,1767,26.6,24.17,29.09,N,Commerical
ND,9/6/2021,9/23/2021,46,777,NA,NA,N,Commerical
NE,9/7/2021,10/1/2021,1701,36.6,33.08,40.44,N,Commerical
NH,9/7/2021,10/2/2021,1759,15.1,12.58,17.81,N,Commerical
NM,9/6/2021,10/2/2021,1742,22.6,20.08,24.93,N,Commerical
NV,9/9/2021,9/29/2021,748,35.2,31.15,38.96,N,Commerical
NY,9/6/2021,10/3/2021,1727,29.4,26.65,32.06,N,Commerical
OH,9/6/2021,10/3/2021,1402,34.1,31.04,36.91,N,Commerical
OK,9/6/2021,9/29/2021,1769,36.4,33.68,39.17,N,Commerical
OR,9/6/2021,10/1/2021,1513,16,13.74,18.3,N,Commerical
PA,9/8/2021,10/2/2021,1282,25.8,22.96,28.57,N,Commerical
PR,9/6/2021,10/1/2021,1755,11.1,9.25,12.99,N,Commerical
RI,9/6/2021,10/2/2021,1479,23.2,20.39,26.14,N,Commerical
SC,9/6/2021,10/1/2021,1600,33.5,30.96,36.25,N,Commerical
SD,9/7/2021,10/2/2021,419,28.7,19.87,37.62,N,Commerical
TN,9/8/2021,10/3/2021,1346,38.3,35.18,41.45,N,Commerical
TX,9/9/2021,9/24/2021,379,43.1,33.79,51.85,N,Commerical
UT,9/9/2021,9/29/2021,523,36.3,30.64,41.6,N,Commerical
VT,9/7/2021,10/2/2021,932,7.7,5,10.99,N,Commerical
WA,9/6/2021,9/30/2021,1701,17.4,15.33,19.42,N,Commerical
WI,9/7/2021,10/2/2021,1131,35.3,31.72,38.82,N,Commerical
WV,9/6/2021,10/2/2021,1716,21.8,19.72,23.99,N,Commerical
WY,9/7/2021,9/29/2021,461,34.4,27.56,40.79,N,Commerical
AK,10/4/2021,10/29/2021,1671,35.2,30.54,39.28,N,Commerical
AL,10/4/2021,10/31/2021,1657,41.5,38.85,44.26,N,Commerical
AR,10/4/2021,10/27/2021,1317,35,32.28,38.12,N,Commerical
AZ,10/4/2021,10/30/2021,1749,32.6,29.6,35.37,N,Commerical
CA,10/4/2021,10/30/2021,1714,25.5,22.79,28.37,N,Commerical
CO,10/4/2021,10/27/2021,1779,27.7,25.05,30.63,N,Commerical
CT,10/4/2021,10/29/2021,1745,22.2,19.91,24.44,N,Commerical
DC,10/4/2021,10/30/2021,1705,28,25.08,31.14,N,Commerical
DE,10/4/2021,10/29/2021,1515,23.9,21.23,26.54,N,Commerical
FL,10/4/2021,10/29/2021,1801,36.2,33.66,38.85,N,Commerical
GA,10/4/2021,10/27/2021,1752,38.4,35.62,41.3,N,Commerical
HI,10/4/2021,10/30/2021,1716,11.1,9.07,13.39,N,Commerical
IA,10/4/2021,10/29/2021,1711,41.1,37.84,44.18,N,Commerical
ID,10/4/2021,10/29/2021,1613,41.8,37.52,45.64,N,Commerical
IL,10/4/2021,10/30/2021,1778,37,33.66,40.29,N,Commerical
IN,10/20/2021,10/28/2021,133,35.2,23.25,44.98,N,Commerical
KS,10/4/2021,10/28/2021,1776,31.1,28.59,33.62,N,Commerical
KY,10/4/2021,10/30/2021,1772,34.2,31.4,36.74,N,Commerical
LA,10/4/2021,10/30/2021,1749,38.7,35.74,41.62,N,Commerical
MA,10/4/2021,10/29/2021,1719,23.2,20.81,25.48,N,Commerical
MD,10/20/2021,10/28/2021,123,23.3,13.94,33.9,N,Commerical
ME,10/4/2021,10/31/2021,1739,11.5,9.64,13.68,N,Commerical
MI,10/4/2021,10/30/2021,1384,30.6,27.36,33.5,N,Commerical
MN,10/4/2021,10/30/2021,1719,31.4,28.44,34.69,N,Commerical
MO,10/4/2021,10/30/2021,1509,32.9,29.97,35.67,N,Commerical
MS,10/4/2021,10/29/2021,1645,41.9,39.24,44.7,N,Commerical
MT,10/4/2021,10/30/2021,1003,33.3,28.63,37.51,N,Commerical
NC,10/4/2021,10/30/2021,1775,33.6,30.74,36.54,N,Commerical
ND,10/4/2021,10/8/2021,15,777,NA,NA,N,Commerical
NE,10/4/2021,10/30/2021,1731,40.5,37.75,43.14,N,Commerical
NH,10/4/2021,10/19/2021,1713,17.3,15.25,19.83,N,Commerical
NJ,10/20/2021,10/28/2021,107,34.1,23.21,43.61,N,Commerical
NM,10/4/2021,10/30/2021,1738,27.7,25.36,30,N,Commerical
NV,10/4/2021,10/31/2021,1493,32.4,29.35,35.38,N,Commerical
NY,10/4/2021,10/28/2021,1771,30.6,27.81,33.57,N,Commerical
OH,10/4/2021,10/30/2021,1624,36.3,33.46,39.21,N,Commerical
OK,10/4/2021,10/26/2021,1780,38.3,35.73,40.84,N,Commerical
OR,10/4/2021,10/29/2021,1797,17.5,15.4,19.87,N,Commerical
PA,10/4/2021,10/29/2021,1748,26.4,23.68,29.08,N,Commerical
PR,10/4/2021,10/29/2021,1756,11.1,9.31,12.93,N,Commerical
RI,10/4/2021,10/30/2021,1729,24.1,21.6,26.68,N,Commerical
SC,10/4/2021,10/29/2021,1821,37,34.48,39.85,N,Commerical
SD,10/4/2021,10/8/2021,134,48.2,36.6,58.13,N,Commerical
TN,10/4/2021,10/30/2021,1700,38.6,35.75,41.47,N,Commerical
TX,10/5/2021,10/27/2021,257,49.3,40.38,57.55,N,Commerical
UT,10/4/2021,10/31/2021,1076,34.4,30.97,38.04,N,Commerical
VA,10/20/2021,10/28/2021,157,15.7,7.7,23.72,N,Commerical
VT,10/4/2021,10/29/2021,1721,7.6,5.61,9.68,N,Commerical
WA,10/4/2021,10/20/2021,1467,20.5,17.78,23.64,N,Commerical
WI,10/4/2021,10/29/2021,1406,37.7,34.44,40.9,N,Commerical
WV,10/4/2021,10/30/2021,1741,27.2,24.9,29.58,N,Commerical
WY,10/4/2021,10/18/2021,118,40.6,29.45,51.26,N,Commerical
AK,11/1/2021,11/17/2021,1586,37.5,33.13,41.52,N,Commerical
AL,11/1/2021,11/26/2021,2144,42.8,40,45.31,N,Commerical
AR,11/1/2021,11/19/2021,999,35.8,32.46,39.04,N,Commerical
AZ,11/1/2021,11/24/2021,1738,33.4,30.62,36.12,N,Commerical
CA,11/1/2021,11/27/2021,1618,25.3,22.7,28.2,N,Commerical
CO,11/1/2021,11/12/2021,1783,31.2,28.4,34.3,N,Commerical
CT,11/1/2021,11/27/2021,1604,23.4,20.98,25.73,N,Commerical
DC,11/1/2021,11/27/2021,1783,29.5,26.63,32.37,N,Commerical
DE,11/2/2021,11/27/2021,1404,28.1,25.18,30.86,N,Commerical
FL,11/1/2021,11/27/2021,1862,37.2,34.6,40.04,N,Commerical
GA,11/1/2021,11/22/2021,1789,37.5,34.56,40.31,N,Commerical
HI,11/1/2021,11/27/2021,1707,10.2,8,12.47,N,Commerical
IA,11/1/2021,11/24/2021,1741,42.2,38.98,45.5,N,Commerical
ID,11/1/2021,11/19/2021,1632,45.4,40.85,49.44,N,Commerical
IL,11/1/2021,11/27/2021,1929,38.5,35.7,41.26,N,Commerical
IN,11/1/2021,11/27/2021,1146,35.1,29.74,41.67,N,Commerical
KS,11/1/2021,11/24/2021,1791,35,32.11,37.85,N,Commerical
KY,11/1/2021,11/27/2021,1879,34.9,32.23,37.55,N,Commerical
LA,11/1/2021,11/18/2021,1825,39.3,36.93,41.76,N,Commerical
MA,11/1/2021,11/26/2021,1638,24.9,22.59,27.21,N,Commerical
MD,11/1/2021,11/28/2021,1910,26.4,24.1,28.58,N,Commerical
ME,11/1/2021,11/27/2021,1672,10.8,8.87,13.02,N,Commerical
MI,11/1/2021,11/27/2021,1518,34.6,31.48,37.46,N,Commerical
MN,11/1/2021,11/23/2021,1782,35.3,32.42,38.18,N,Commerical
MO,11/1/2021,11/27/2021,1717,33.9,31.16,36.34,N,Commerical
MS,11/1/2021,11/27/2021,1601,44.2,41.19,46.93,N,Commerical
MT,11/1/2021,11/26/2021,914,40.9,36.41,45.34,N,Commerical
NC,11/1/2021,11/24/2021,1846,30.3,27.68,33.04,N,Commerical
NE,11/1/2021,11/27/2021,1775,41.5,37.59,45.04,N,Commerical
NH,11/1/2021,11/27/2021,1762,19.2,16.77,21.49,N,Commerical
NJ,11/1/2021,11/28/2021,1865,32.7,30.36,35.04,N,Commerical
NM,11/1/2021,11/16/2021,1769,29.4,27.09,32.02,N,Commerical
NV,11/1/2021,11/26/2021,1703,39,35.86,41.94,N,Commerical
NY,11/1/2021,11/23/2021,1772,31.4,28.59,34.27,N,Commerical
OH,11/1/2021,11/26/2021,1790,39.7,37.24,41.99,N,Commerical
OK,11/1/2021,11/9/2021,1742,36.4,34.15,38.65,N,Commerical
OR,11/1/2021,11/24/2021,1584,19.4,16.38,22.39,N,Commerical
PA,11/1/2021,11/24/2021,1651,25.9,22.94,28.73,N,Commerical
PR,11/1/2021,11/28/2021,1810,10.3,8.45,12.12,N,Commerical
RI,11/1/2021,11/27/2021,1680,25.4,22.62,28.65,N,Commerical
SC,11/1/2021,11/24/2021,2055,38,35.4,40.71,N,Commerical
SD,11/3/2021,11/4/2021,19,777,NA,NA,N,Commerical
TN,11/1/2021,11/27/2021,1799,38.4,35.71,41.03,N,Commerical
TX,11/1/2021,11/19/2021,360,40.5,31.79,48.84,N,Commerical
UT,11/1/2021,11/27/2021,1456,41.9,38.6,45,N,Commerical
VA,11/1/2021,11/28/2021,1865,20.7,17.85,23.56,N,Commerical
VT,11/1/2021,11/27/2021,1542,7.4,5.65,9.36,N,Commerical
WA,11/1/2021,11/27/2021,1766,23.7,21.3,26,N,Commerical
WI,11/1/2021,11/27/2021,1393,36.4,33.06,39.57,N,Commerical
WV,11/1/2021,11/27/2021,1721,32.4,30.07,34.88,N,Commerical
WY,11/3/2021,11/3/2021,31,777,NA,NA,N,Commerical
AK,11/29/2021,12/15/2021,1754,40.6,36.99,43.83,N,Commerical
AL,11/29/2021,12/24/2021,1576,40.2,37.37,43.08,N,Commerical
AR,12/2/2021,12/18/2021,329,40.2,34.18,45.76,N,Commerical
AZ,11/29/2021,12/20/2021,1190,39.5,35.74,43.36,N,Commerical
CA,11/29/2021,12/24/2021,1830,25.9,23.53,28.32,N,Commerical
CO,11/29/2021,12/8/2021,1774,33,29.37,36.46,N,Commerical
CT,11/29/2021,12/23/2021,1899,23.8,21.59,25.67,N,Commerical
DC,11/29/2021,12/23/2021,1768,26.6,23.98,29.51,N,Commerical
DE,11/29/2021,12/23/2021,721,28.9,25.45,32.97,N,Commerical
FL,11/29/2021,12/22/2021,1747,34.8,32.29,37.27,N,Commerical
GA,11/29/2021,12/20/2021,1782,38.3,35.32,41.59,N,Commerical
HI,11/29/2021,12/24/2021,1756,11.1,8.62,13.67,N,Commerical
IA,11/29/2021,12/24/2021,1732,47.7,44.55,50.98,N,Commerical
ID,11/29/2021,12/23/2021,1752,44.9,41.2,48.26,N,Commerical
IL,11/29/2021,12/23/2021,1793,38,35.17,40.88,N,Commerical
IN,11/30/2021,12/25/2021,1096,41.2,34.44,48.51,N,Commerical
KS,11/29/2021,12/9/2021,1748,36.3,33.58,39.09,N,Commerical
KY,11/29/2021,12/26/2021,1666,35.2,32.55,38.14,N,Commerical
LA,11/29/2021,12/14/2021,1926,39.7,37.37,41.99,N,Commerical
MA,11/29/2021,12/23/2021,1696,25.7,23.31,27.98,N,Commerical
MD,11/29/2021,12/26/2021,1919,26,23.62,28.48,N,Commerical
ME,11/29/2021,12/26/2021,1780,19.4,16.86,22.09,N,Commerical
MI,11/29/2021,12/23/2021,1298,38.6,35.54,41.66,N,Commerical
MN,11/29/2021,12/24/2021,1737,39,35.88,41.94,N,Commerical
MO,11/29/2021,12/23/2021,1477,35.2,32.2,38.05,N,Commerical
MS,11/29/2021,12/23/2021,1360,42.1,39.12,45.36,N,Commerical
MT,11/29/2021,12/23/2021,944,47.7,42.69,52.23,N,Commerical
NC,11/29/2021,12/22/2021,1833,34.5,32.11,37.16,N,Commerical
NE,11/29/2021,12/23/2021,1828,42.7,38.94,46.68,N,Commerical
NH,11/29/2021,12/12/2021,1880,20,17.4,22.8,N,Commerical
NJ,11/29/2021,12/26/2021,1900,34.7,32.13,37.02,N,Commerical
NM,11/29/2021,12/14/2021,1818,34.4,31.64,37.27,N,Commerical
NV,11/29/2021,12/21/2021,1240,39.9,36.41,43.25,N,Commerical
NY,11/29/2021,12/18/2021,1780,31.2,28.4,34.18,N,Commerical
OH,11/29/2021,12/26/2021,1649,44,41.17,46.87,N,Commerical
OK,11/29/2021,12/21/2021,1779,38.5,35.72,41.44,N,Commerical
OR,11/29/2021,12/18/2021,1752,20.7,18.32,22.96,N,Commerical
PA,12/1/2021,12/26/2021,852,35,30.77,39.58,N,Commerical
PR,11/29/2021,12/20/2021,1799,9.7,7.9,11.77,N,Commerical
RI,11/29/2021,12/24/2021,1650,29.4,26.6,32.37,N,Commerical
SC,11/29/2021,12/23/2021,1986,40.3,37.61,42.94,N,Commerical
TN,11/29/2021,12/23/2021,1753,40.8,37.86,43.72,N,Commerical
TX,11/29/2021,12/24/2021,855,43,38,48.71,N,Commerical
UT,11/29/2021,12/21/2021,1071,42.6,39.07,46.17,N,Commerical
VA,11/29/2021,12/25/2021,1759,23.2,20.27,26.53,N,Commerical
VT,11/29/2021,12/24/2021,1547,12.1,9.57,14.78,N,Commerical
WA,11/29/2021,12/21/2021,1774,23.6,21.35,25.64,N,Commerical
WI,11/29/2021,12/23/2021,1293,42.4,39.15,45.45,N,Commerical
WV,11/29/2021,12/24/2021,1831,32.1,29.75,34.4,N,Commerical
WY,11/29/2021,11/29/2021,1,777,NA,NA,N,Commerical
AK,12/27/2021,1/25/2022,1790,41.1,37.28,45.25,N,Commerical
AL,1/3/2022,1/25/2022,1144,43.8,40.89,46.98,N,Commerical
AR,1/3/2022,1/28/2022,1650,44.5,41.96,47.29,N,Commerical
AZ,1/20/2022,1/20/2022,1,777,NA,NA,N,Commerical
CA,1/3/2022,1/27/2022,1568,41.3,38.35,44.28,N,Commerical
CO,1/3/2022,1/21/2022,1732,37.8,34.64,40.92,N,Commerical
CT,12/29/2021,1/28/2022,1791,38.9,36.67,41.3,N,Commerical
DC,1/3/2022,1/25/2022,1282,41.8,38.26,45.45,N,Commerical
DE,1/4/2022,1/29/2022,1549,38.8,36.19,41.69,N,Commerical
FL,1/3/2022,1/24/2022,1309,40.4,37.36,43.63,N,Commerical
GA,1/2/2022,1/24/2022,1787,49.5,46.94,52.72,N,Commerical
HI,12/28/2021,1/28/2022,1866,21.6,18.9,24.73,N,Commerical
IA,12/29/2021,1/27/2022,1707,54.4,51.44,57.85,N,Commerical
ID,12/27/2021,1/25/2022,1762,46.9,42.94,50.4,N,Commerical
IL,1/3/2022,1/29/2022,1592,54.4,51.15,57.38,N,Commerical
IN,12/30/2021,1/28/2022,1009,52.4,43.98,58.41,N,Commerical
KS,12/29/2021,1/22/2022,1767,42,38.81,44.69,N,Commerical
KY,1/3/2022,1/29/2022,1509,43.8,40.71,46.97,N,Commerical
LA,12/30/2021,1/27/2022,1799,50.7,48.32,53.38,N,Commerical
MA,12/29/2021,1/28/2022,1788,36.5,34.32,39.06,N,Commerical
MD,12/30/2021,1/28/2022,1992,38.3,35.75,40.93,N,Commerical
ME,12/28/2021,1/28/2022,1788,23.2,20.59,26.03,N,Commerical
MI,1/3/2022,1/28/2022,1202,51,48.14,53.96,N,Commerical
MN,12/30/2021,1/25/2022,1755,48.3,45.15,51.41,N,Commerical
MO,1/3/2022,1/29/2022,1304,43,39.61,45.87,N,Commerical
MS,1/3/2022,1/29/2022,1219,51.8,48.54,55.47,N,Commerical
MT,12/30/2021,1/24/2022,800,47.5,42.92,51.68,N,Commerical
NC,1/3/2022,1/20/2022,1329,40,36.69,43.43,N,Commerical
ND,1/10/2022,1/28/2022,6,777,NA,NA,N,Commerical
NE,12/28/2021,1/27/2022,1489,51.5,48.15,54.91,N,Commerical
NH,1/3/2022,1/27/2022,1782,33.1,30.4,35.84,N,Commerical
NJ,12/30/2021,1/28/2022,1950,51,48.31,53.53,N,Commerical
NM,12/31/2021,1/27/2022,1792,40.9,38.34,43.33,N,Commerical
NY,12/27/2021,1/27/2022,1777,49,45.83,52.25,N,Commerical
OH,1/3/2022,1/29/2022,1403,53.3,50.25,56.04,N,Commerical
OK,1/1/2022,1/21/2022,1801,45.7,42.93,48.67,N,Commerical
OR,12/27/2021,1/27/2022,1736,28.2,25.74,30.54,N,Commerical
PA,1/3/2022,1/27/2022,1802,45.8,43.03,48.62,N,Commerical
PR,1/3/2022,1/27/2022,1802,18.7,16.54,21.24,N,Commerical
RI,12/30/2021,1/28/2022,1473,44.6,41.32,48.09,N,Commerical
SC,1/3/2022,1/21/2022,1259,45.1,41.84,48.61,N,Commerical
SD,1/12/2022,1/28/2022,101,48.9,39.13,59.33,N,Commerical
TN,1/3/2022,1/29/2022,1253,50.7,47.52,54.01,N,Commerical
TX,12/30/2021,1/26/2022,581,52.8,46.53,58.77,N,Commerical
UT,1/21/2022,1/21/2022,39,777,NA,NA,N,Commerical
VA,12/30/2021,1/28/2022,1832,34.8,31.36,38.54,N,Commerical
VT,12/30/2021,1/28/2022,1296,17.8,15.01,21.36,N,Commerical
WA,12/27/2021,1/25/2022,1741,30.9,28.5,33.49,N,Commerical
WI,1/3/2022,1/29/2022,1257,56.1,52.8,59.68,N,Commerical
WV,12/28/2021,1/28/2022,1781,42.4,39.73,44.84,N,Commerical
WY,1/10/2022,1/27/2022,158,53.2,42.44,64.07,N,Commerical
AK,2/7/2022,2/19/2022,301,61,53.98,68.18,N,Commerical
AL,2/1/2022,2/22/2022,1902,66,63.41,68.38,N,Commerical
AR,1/31/2022,2/25/2022,1349,64,61.06,66.63,N,Commerical
AZ,2/1/2022,2/25/2022,1692,63,60.14,66.1,N,Commerical
CA,1/31/2022,2/21/2022,1735,55.5,52.79,58.52,N,Commerical
CO,2/14/2022,2/16/2022,249,47.9,38.9,57.45,N,Commerical
CT,1/27/2022,2/18/2022,307,44.4,38.09,50.72,N,Commerical
DC,2/1/2022,2/18/2022,1125,63.6,59.87,67.31,N,Commerical
DE,2/1/2022,2/24/2022,1395,54,51.12,56.71,N,Commerical
FL,2/1/2022,2/21/2022,1685,58.4,55.77,61,N,Commerical
GA,1/31/2022,2/18/2022,311,63.8,57.19,70.66,N,Commerical
HI,1/29/2022,2/19/2022,305,34.2,27.87,40.28,N,Commerical
IA,2/13/2022,2/18/2022,300,70.7,65.1,76.59,N,Commerical
ID,2/11/2022,2/18/2022,299,67.8,60.99,73.23,N,Commerical
IL,1/31/2022,2/26/2022,1746,60.8,57.95,63.76,N,Commerical
IN,1/27/2022,2/25/2022,1062,61.2,55.62,66.3,N,Commerical
KS,2/11/2022,2/19/2022,292,62.2,55.19,68.82,N,Commerical
KY,1/31/2022,2/25/2022,1661,56.6,53.54,59.55,N,Commerical
LA,2/11/2022,2/19/2022,299,68.9,62.47,74.95,N,Commerical
MA,1/28/2022,2/18/2022,303,52.6,46.28,59.06,N,Commerical
MD,1/28/2022,2/25/2022,1833,49.9,47.13,52.17,N,Commerical
ME,2/11/2022,2/19/2022,304,35.3,28.52,42.37,N,Commerical
MI,1/31/2022,2/25/2022,1273,56.9,53.83,60.02,N,Commerical
MN,2/11/2022,2/17/2022,299,60.8,54.28,67.39,N,Commerical
MO,1/31/2022,2/26/2022,1508,55.7,52.56,58.73,N,Commerical
MS,2/1/2022,2/22/2022,1830,69.4,66.97,71.73,N,Commerical
NC,2/1/2022,2/18/2022,1317,52,48.87,55.16,N,Commerical
ND,2/3/2022,2/10/2022,8,777,NA,NA,N,Commerical
NE,2/11/2022,2/19/2022,299,65.4,59.97,70.99,N,Commerical
NJ,1/27/2022,2/25/2022,1823,60.9,58.3,63.35,N,Commerical
NM,2/12/2022,2/19/2022,241,49.1,40.71,57.89,N,Commerical
NV,1/31/2022,2/25/2022,1572,60.1,57.13,62.99,N,Commerical
NY,2/14/2022,2/19/2022,299,61.5,54.97,68.44,N,Commerical
OH,1/31/2022,2/26/2022,1609,63.2,60.5,66.14,N,Commerical
OK,2/14/2022,2/17/2022,301,69.1,62.51,74.88,N,Commerical
OR,2/11/2022,2/19/2022,299,46.9,40.09,53.58,N,Commerical
PA,2/1/2022,2/24/2022,1701,54.6,51.84,57.64,N,Commerical
PR,2/14/2022,2/18/2022,300,34.3,28.39,41.57,N,Commerical
RI,1/28/2022,2/19/2022,322,53.4,47.95,58.91,N,Commerical
SC,2/1/2022,2/18/2022,1250,64.5,60.94,67.65,N,Commerical
SD,2/2/2022,2/11/2022,78,61.3,48.18,72.13,N,Commerical
TN,2/1/2022,2/22/2022,1945,67.4,64.92,69.74,N,Commerical
TX,1/27/2022,2/25/2022,1510,69.7,66.05,72.91,N,Commerical
UT,2/1/2022,2/25/2022,1345,69.2,65.88,72.24,N,Commerical
VA,1/27/2022,2/25/2022,1837,45.1,41.86,48.1,N,Commerical
VT,2/11/2022,2/18/2022,251,28.9,22.36,35.97,N,Commerical
WA,2/11/2022,2/19/2022,305,54.3,47.35,60.41,N,Commerical
WI,1/31/2022,2/26/2022,1407,66.7,63.95,69.54,N,Commerical
WV,1/29/2022,2/18/2022,317,54.6,48.42,60.01,N,Commerical
WY,1/31/2022,2/10/2022,109,62.5,47.78,74.54,N,Commerical
AK,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
AL,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
AR,3/7/2022,4/28/2022,NA,NA,NA,NA,N,Commerical
AZ,3/7/2022,3/28/2022,NA,NA,NA,NA,N,Commerical
CA,3/14/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
CO,3/7/2022,4/28/2022,NA,NA,NA,NA,N,Commerical
CT,3/7/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
DC,3/7/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
DE,3/7/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
FL,3/7/2022,4/27/2022,NA,NA,NA,NA,N,Commerical
GA,3/7/2022,4/28/2022,NA,NA,NA,NA,N,Commerical
HI,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
IA,3/7/2022,4/28/2022,NA,NA,NA,NA,N,Commerical
ID,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
IL,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
IN,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
KS,3/7/2022,4/27/2022,NA,NA,NA,NA,N,Commerical
KY,3/7/2022,4/29/2022,NA,NA,NA,NA,N,Commerical
LA,3/7/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
MA,3/7/2022,4/30/2022,NA,NA,NA,NA,N,Commerical
MD,3/7/2022,4/26/2022,NA,NA,NA,NA,N,Commerical
